mse,corr,shrink
0.00265947762766897,partial correlation,shrink basis
0.000111722524058619,covariance,no shrinkage
2.98112326514288e-05,covariance,shrink std
2.82480794146078e-05,covariance,shrink basis
0.0243970491818181,correlation,no shrinkage
0.00760659499347956,correlation,shrink std
0.00741500948581971,correlation,shrink basis
0.945641653183975,partial correlation,no shrinkage
0.00383818134180765,partial correlation,shrink std
0.00260222829070404,partial correlation,shrink basis
7.62154716380538e-05,covariance,no shrinkage
1.92849245370068e-05,covariance,shrink std
1.75333329640771e-05,covariance,shrink basis
0.0273656893719321,correlation,no shrinkage
0.00887206891347029,correlation,shrink std
0.00814519737473837,correlation,shrink basis
0.274459180755404,partial correlation,no shrinkage
0.00285307643365574,partial correlation,shrink std
0.00198319345789956,partial correlation,shrink basis
7.90427319432729e-05,covariance,no shrinkage
3.09234884688148e-05,covariance,shrink std
2.85217064111872e-05,covariance,shrink basis
0.0250991367088971,correlation,no shrinkage
0.0122490400584777,correlation,shrink std
0.0123911627054123,correlation,shrink basis
0.812893845604411,partial correlation,no shrinkage
0.00479326779337029,partial correlation,shrink std
0.00287320288529214,partial correlation,shrink basis
8.00305907263833e-05,covariance,no shrinkage
2.68101148730034e-05,covariance,shrink std
2.54717178857743e-05,covariance,shrink basis
0.025031659964488,correlation,no shrinkage
0.012295879761095,correlation,shrink std
0.0122133907127261,correlation,shrink basis
0.469607462648691,partial correlation,no shrinkage
0.0041499945953956,partial correlation,shrink std
0.00238315998572711,partial correlation,shrink basis
9.41193936753096e-05,covariance,no shrinkage
2.82067444653189e-05,covariance,shrink std
2.6232056091282e-05,covariance,shrink basis
0.023842519618756,correlation,no shrinkage
0.00888045096934464,correlation,shrink std
0.00849078333192187,correlation,shrink basis
0.61501383973883,partial correlation,no shrinkage
0.00317070520121911,partial correlation,shrink std
0.00196145738747577,partial correlation,shrink basis
7.66265656306745e-05,covariance,no shrinkage
2.3201001074592e-05,covariance,shrink std
2.15916277292887e-05,covariance,shrink basis
0.0223674149019163,correlation,no shrinkage
0.00938253043897343,correlation,shrink std
0.00858037139170982,correlation,shrink basis
0.302576647593757,partial correlation,no shrinkage
0.00278898043815258,partial correlation,shrink std
0.00186082427004317,partial correlation,shrink basis
9.27670872304764e-05,covariance,no shrinkage
1.99035848571369e-05,covariance,shrink std
1.84492891957592e-05,covariance,shrink basis
0.0244409107154309,correlation,no shrinkage
0.00587970167926411,correlation,shrink std
0.00563457381429336,correlation,shrink basis
0.379366744630125,partial correlation,no shrinkage
0.00368677957499211,partial correlation,shrink std
0.00258455787602831,partial correlation,shrink basis
8.49023325899804e-05,covariance,no shrinkage
1.77413057584701e-05,covariance,shrink std
1.5859439132795e-05,covariance,shrink basis
0.0223262060951198,correlation,no shrinkage
0.00705037092902565,correlation,shrink std
0.00671209647282138,correlation,shrink basis
0.21757092144173,partial correlation,no shrinkage
0.00299739224075302,partial correlation,shrink std
0.00184768667618974,partial correlation,shrink basis
8.15405933177744e-05,covariance,no shrinkage
2.3058511215602e-05,covariance,shrink std
2.01805708576035e-05,covariance,shrink basis
0.0240591358915873,correlation,no shrinkage
0.00921684502340472,correlation,shrink std
0.00974938181701305,correlation,shrink basis
0.602464578897273,partial correlation,no shrinkage
0.00516126083841972,partial correlation,shrink std
0.00257899915414836,partial correlation,shrink basis
0.000111335642530741,covariance,no shrinkage
3.79534720456131e-05,covariance,shrink std
3.59227514065402e-05,covariance,shrink basis
0.0222378025186874,correlation,no shrinkage
0.00988043038999981,correlation,shrink std
0.00998252264299799,correlation,shrink basis
0.413716621466061,partial correlation,no shrinkage
0.00472668685757714,partial correlation,shrink std
0.00279638429031124,partial correlation,shrink basis
0.000117664297702788,covariance,no shrinkage
2.64502770382939e-05,covariance,shrink std
2.41503496994009e-05,covariance,shrink basis
0.0302515234486791,correlation,no shrinkage
0.00990183147168601,correlation,shrink std
0.00916652990320625,correlation,shrink basis
0.529223656228676,partial correlation,no shrinkage
0.00354881097065434,partial correlation,shrink std
0.00239701542126375,partial correlation,shrink basis
0.000101499201997712,covariance,no shrinkage
2.63384324077241e-05,covariance,shrink std
2.49395060358121e-05,covariance,shrink basis
0.0263215297740815,correlation,no shrinkage
0.00898529323710745,correlation,shrink std
0.008551019659943,correlation,shrink basis
0.678944935316037,partial correlation,no shrinkage
0.0054375347519034,partial correlation,shrink std
0.00406018687761632,partial correlation,shrink basis
8.10399336538338e-05,covariance,no shrinkage
2.60593680689962e-05,covariance,shrink std
2.29436093404063e-05,covariance,shrink basis
0.0261520694735296,correlation,no shrinkage
0.0103834575785703,correlation,shrink std
0.00993316249781297,correlation,shrink basis
0.759230532843679,partial correlation,no shrinkage
0.00500667217938593,partial correlation,shrink std
0.00307921941329465,partial correlation,shrink basis
0.000109973305836164,covariance,no shrinkage
3.68437914269305e-05,covariance,shrink std
3.46562951772173e-05,covariance,shrink basis
0.0260852986588382,correlation,no shrinkage
0.0119195338076191,correlation,shrink std
0.0114304435620423,correlation,shrink basis
0.287906264853375,partial correlation,no shrinkage
0.00389638705458967,partial correlation,shrink std
0.00247704229741729,partial correlation,shrink basis
0.00010232443647105,covariance,no shrinkage
2.69731372750324e-05,covariance,shrink std
2.52986010483028e-05,covariance,shrink basis
0.0223487460594862,correlation,no shrinkage
0.00880382254392906,correlation,shrink std
0.0087775827437115,correlation,shrink basis
0.559423023721896,partial correlation,no shrinkage
0.00316975282041676,partial correlation,shrink std
0.00205486172085986,partial correlation,shrink basis
0.000107117395486193,covariance,no shrinkage
2.18131771479803e-05,covariance,shrink std
1.97620085977516e-05,covariance,shrink basis
0.0233326322205964,correlation,no shrinkage
0.00826374938999419,correlation,shrink std
0.00770523693651604,correlation,shrink basis
0.202180042707844,partial correlation,no shrinkage
0.00382485213126697,partial correlation,shrink std
0.00257279359858997,partial correlation,shrink basis
9.58764918847435e-05,covariance,no shrinkage
3.08938955932635e-05,covariance,shrink std
2.91584520468876e-05,covariance,shrink basis
0.0251111229094297,correlation,no shrinkage
0.011127129805597,correlation,shrink std
0.0108391493052808,correlation,shrink basis
0.272460528073925,partial correlation,no shrinkage
0.00480739327305867,partial correlation,shrink std
0.0034371541847887,partial correlation,shrink basis
0.00011426918861561,covariance,no shrinkage
2.91003513211637e-05,covariance,shrink std
2.69918411072046e-05,covariance,shrink basis
0.0260413773188341,correlation,no shrinkage
0.0101396957457014,correlation,shrink std
0.00978428042406676,correlation,shrink basis
0.286545229633806,partial correlation,no shrinkage
0.00415565722424921,partial correlation,shrink std
0.00280049276081482,partial correlation,shrink basis
9.25458525620931e-05,covariance,no shrinkage
3.42803046807865e-05,covariance,shrink std
3.29858661155893e-05,covariance,shrink basis
0.0277391822618914,correlation,no shrinkage
0.0140602714796786,correlation,shrink std
0.013389651090006,correlation,shrink basis
0.577927189393676,partial correlation,no shrinkage
0.00353747944606124,partial correlation,shrink std
0.00240115597194729,partial correlation,shrink basis
0.000136232083936309,covariance,no shrinkage
3.20102658524179e-05,covariance,shrink std
2.91169804018845e-05,covariance,shrink basis
0.0278797392533191,correlation,no shrinkage
0.00856431486456376,correlation,shrink std
0.00815032270898701,correlation,shrink basis
0.362175835117382,partial correlation,no shrinkage
0.00352940135250714,partial correlation,shrink std
0.00237645526857483,partial correlation,shrink basis
7.65830787170333e-05,covariance,no shrinkage
2.06178950651841e-05,covariance,shrink std
1.87507035564732e-05,covariance,shrink basis
0.0235995860227002,correlation,no shrinkage
0.00787315463394385,correlation,shrink std
0.00756175191440089,correlation,shrink basis
0.3751676174886,partial correlation,no shrinkage
0.00336049466529046,partial correlation,shrink std
0.00206028296561074,partial correlation,shrink basis
0.000104319451985399,covariance,no shrinkage
2.45243193024573e-05,covariance,shrink std
2.22215705298596e-05,covariance,shrink basis
0.0251774496789254,correlation,no shrinkage
0.00837893631976795,correlation,shrink std
0.00777651793478828,correlation,shrink basis
0.861652852868279,partial correlation,no shrinkage
0.0026632685842586,partial correlation,shrink std
0.00181050229941841,partial correlation,shrink basis
6.66631262943538e-05,covariance,no shrinkage
2.3586078046498e-05,covariance,shrink std
2.27166531450651e-05,covariance,shrink basis
0.0221263710761257,correlation,no shrinkage
0.00911834738695979,correlation,shrink std
0.00861164526051431,correlation,shrink basis
0.614015335456038,partial correlation,no shrinkage
0.00321692744881099,partial correlation,shrink std
0.00201891364655202,partial correlation,shrink basis
6.97011270280874e-05,covariance,no shrinkage
1.96899651898111e-05,covariance,shrink std
1.71789841608661e-05,covariance,shrink basis
0.0221602586842941,correlation,no shrinkage
0.00805967473951575,correlation,shrink std
0.00799294564092859,correlation,shrink basis
0.887918324025375,partial correlation,no shrinkage
0.00446418146688874,partial correlation,shrink std
0.00269843245430029,partial correlation,shrink basis
0.00010129387202861,covariance,no shrinkage
1.98791313306211e-05,covariance,shrink std
1.74896898528561e-05,covariance,shrink basis
0.0231896307290148,correlation,no shrinkage
0.0073040367250514,correlation,shrink std
0.00666482799312843,correlation,shrink basis
0.454798618044887,partial correlation,no shrinkage
0.00260453334525614,partial correlation,shrink std
0.00180631860342513,partial correlation,shrink basis
0.000102208172044315,covariance,no shrinkage
3.12543723966401e-05,covariance,shrink std
2.7318979975366e-05,covariance,shrink basis
0.0262883180910358,correlation,no shrinkage
0.00907517556657031,correlation,shrink std
0.00856617033765141,correlation,shrink basis
0.837735890750066,partial correlation,no shrinkage
0.00452776165622862,partial correlation,shrink std
0.00275690974045522,partial correlation,shrink basis
0.000118344774786716,covariance,no shrinkage
3.45160355754338e-05,covariance,shrink std
3.24074416510602e-05,covariance,shrink basis
0.0228652405318671,correlation,no shrinkage
0.00908970270782279,correlation,shrink std
0.00895510188547402,correlation,shrink basis
0.342542177593008,partial correlation,no shrinkage
0.00400439359992825,partial correlation,shrink std
0.00249067934152028,partial correlation,shrink basis
8.68555711814848e-05,covariance,no shrinkage
2.01775690140667e-05,covariance,shrink std
1.8439178394441e-05,covariance,shrink basis
0.024533095993229,correlation,no shrinkage
0.00865312628131801,correlation,shrink std
0.00834453260332324,correlation,shrink basis
0.271370381333516,partial correlation,no shrinkage
0.00358626086626809,partial correlation,shrink std
0.00233300765896007,partial correlation,shrink basis
8.14830525547475e-05,covariance,no shrinkage
2.77167100252182e-05,covariance,shrink std
2.63417293938784e-05,covariance,shrink basis
0.0231767489231457,correlation,no shrinkage
0.00917375231551269,correlation,shrink std
0.0087785658206446,correlation,shrink basis
0.20557291137801,partial correlation,no shrinkage
0.0030204984668752,partial correlation,shrink std
0.00204729035860258,partial correlation,shrink basis
9.63642376561278e-05,covariance,no shrinkage
3.99835731068902e-05,covariance,shrink std
3.82879752942405e-05,covariance,shrink basis
0.0284846154893988,correlation,no shrinkage
0.0134511015806531,correlation,shrink std
0.0129607597251064,correlation,shrink basis
0.233340769802961,partial correlation,no shrinkage
0.00404979620030269,partial correlation,shrink std
0.00272693297149882,partial correlation,shrink basis
0.000177511704293452,covariance,no shrinkage
4.19426041713325e-05,covariance,shrink std
3.87453476131961e-05,covariance,shrink basis
0.0282072782207516,correlation,no shrinkage
0.0109412362001717,correlation,shrink std
0.0104245157200727,correlation,shrink basis
0.32068544329485,partial correlation,no shrinkage
0.00380252233875728,partial correlation,shrink std
0.00256783058746893,partial correlation,shrink basis
0.000104128914965943,covariance,no shrinkage
2.5644372500837e-05,covariance,shrink std
2.4179274351045e-05,covariance,shrink basis
0.022914653981181,correlation,no shrinkage
0.00804066265201137,correlation,shrink std
0.0074138022237794,correlation,shrink basis
0.618923380042052,partial correlation,no shrinkage
0.0034150288182056,partial correlation,shrink std
0.00244947669260852,partial correlation,shrink basis
0.000141342992612947,covariance,no shrinkage
3.08211280592717e-05,covariance,shrink std
2.94345059211049e-05,covariance,shrink basis
0.025792437988287,correlation,no shrinkage
0.0076530941749529,correlation,shrink std
0.00725808412824989,correlation,shrink basis
0.214327892509823,partial correlation,no shrinkage
0.00397517941816617,partial correlation,shrink std
0.00282523818809236,partial correlation,shrink basis
0.000106762792418904,covariance,no shrinkage
2.48036971059883e-05,covariance,shrink std
2.30080168700746e-05,covariance,shrink basis
0.0263220688422522,correlation,no shrinkage
0.00816609880167939,correlation,shrink std
0.00773114955155078,correlation,shrink basis
0.387062839947021,partial correlation,no shrinkage
0.00332420316567318,partial correlation,shrink std
0.0023309912852872,partial correlation,shrink basis
6.82499891819139e-05,covariance,no shrinkage
1.78367019174469e-05,covariance,shrink std
1.56428786640612e-05,covariance,shrink basis
0.0257675237757415,correlation,no shrinkage
0.00808732797310756,correlation,shrink std
0.00714258836837025,correlation,shrink basis
0.248835293270029,partial correlation,no shrinkage
0.00260207329931786,partial correlation,shrink std
0.00179108762783926,partial correlation,shrink basis
0.000121281034393606,covariance,no shrinkage
2.68321414239112e-05,covariance,shrink std
2.46802286543176e-05,covariance,shrink basis
0.0290548480660415,correlation,no shrinkage
0.0098489939847059,correlation,shrink std
0.00943349223028587,correlation,shrink basis
0.500920038031685,partial correlation,no shrinkage
0.00363295354123116,partial correlation,shrink std
0.00248708181000731,partial correlation,shrink basis
0.000125177806027818,covariance,no shrinkage
3.85061626724193e-05,covariance,shrink std
3.63409749956556e-05,covariance,shrink basis
0.0282018000864495,correlation,no shrinkage
0.00966137344031389,correlation,shrink std
0.00922556687963173,correlation,shrink basis
0.458641617366405,partial correlation,no shrinkage
0.00662284679798728,partial correlation,shrink std
0.00505288297512785,partial correlation,shrink basis
0.000112798419154287,covariance,no shrinkage
2.40691954889566e-05,covariance,shrink std
1.9626808391518e-05,covariance,shrink basis
0.0261513213575634,correlation,no shrinkage
0.00804979902742216,correlation,shrink std
0.0073664442391602,correlation,shrink basis
0.2577198625269,partial correlation,no shrinkage
0.00444408287922796,partial correlation,shrink std
0.00273471865117069,partial correlation,shrink basis
0.00010989386128484,covariance,no shrinkage
2.08783698943758e-05,covariance,shrink std
1.73657300748125e-05,covariance,shrink basis
0.0236878026782617,correlation,no shrinkage
0.00576400361591455,correlation,shrink std
0.00524122057975997,correlation,shrink basis
0.490972411802052,partial correlation,no shrinkage
0.0039552114247204,partial correlation,shrink std
0.00247870510572421,partial correlation,shrink basis
9.09166679863776e-05,covariance,no shrinkage
2.27262559919857e-05,covariance,shrink std
2.13280301603145e-05,covariance,shrink basis
0.0245508685271059,correlation,no shrinkage
0.00780911296037672,correlation,shrink std
0.00741095617346737,correlation,shrink basis
0.215150922237825,partial correlation,no shrinkage
0.0037423642490918,partial correlation,shrink std
0.00281898931508868,partial correlation,shrink basis
8.41528532867968e-05,covariance,no shrinkage
3.16048856832405e-05,covariance,shrink std
3.02091783109373e-05,covariance,shrink basis
0.0236248418000605,correlation,no shrinkage
0.0114256294466601,correlation,shrink std
0.0108421950929367,correlation,shrink basis
0.238334751269305,partial correlation,no shrinkage
0.0034307320634226,partial correlation,shrink std
0.00238282397577586,partial correlation,shrink basis
0.000112319011637063,covariance,no shrinkage
2.22233034144332e-05,covariance,shrink std
2.04033565011662e-05,covariance,shrink basis
0.0241823427565414,correlation,no shrinkage
0.00705403603640278,correlation,shrink std
0.00656079092966934,correlation,shrink basis
0.337633957162819,partial correlation,no shrinkage
0.00314431854508622,partial correlation,shrink std
0.00219189455102002,partial correlation,shrink basis
8.05052362308674e-05,covariance,no shrinkage
1.7094828391531e-05,covariance,shrink std
1.50231426382059e-05,covariance,shrink basis
0.0244628579817714,correlation,no shrinkage
0.00755460277165065,correlation,shrink std
0.00691265476117614,correlation,shrink basis
0.510299466510814,partial correlation,no shrinkage
0.00286665372184955,partial correlation,shrink std
0.00177651207844156,partial correlation,shrink basis
0.000137616618354737,covariance,no shrinkage
2.74690491289397e-05,covariance,shrink std
2.5779366746533e-05,covariance,shrink basis
0.025587286929335,correlation,no shrinkage
0.00754478707068988,correlation,shrink std
0.00716644869652575,correlation,shrink basis
0.301822040177546,partial correlation,no shrinkage
0.00462940204417778,partial correlation,shrink std
0.00342160866109604,partial correlation,shrink basis
8.87848989525431e-05,covariance,no shrinkage
2.93430220940674e-05,covariance,shrink std
2.7836403192566e-05,covariance,shrink basis
0.0263984072683432,correlation,no shrinkage
0.0127566168336676,correlation,shrink std
0.0120808191506561,correlation,shrink basis
0.361859087986072,partial correlation,no shrinkage
0.0029944739340622,partial correlation,shrink std
0.00208332789196728,partial correlation,shrink basis
0.000111301370731273,covariance,no shrinkage
2.99220923433776e-05,covariance,shrink std
2.5555424838431e-05,covariance,shrink basis
0.0266261374808615,correlation,no shrinkage
0.00982835873121557,correlation,shrink std
0.00934525714634524,correlation,shrink basis
0.973753763243591,partial correlation,no shrinkage
0.00450382366683798,partial correlation,shrink std
0.00291468603443317,partial correlation,shrink basis
0.000135130542920209,covariance,no shrinkage
3.22112328579674e-05,covariance,shrink std
3.10388642285815e-05,covariance,shrink basis
0.026920300440349,correlation,no shrinkage
0.0079093674040595,correlation,shrink std
0.00755398765172463,correlation,shrink basis
0.630098683345664,partial correlation,no shrinkage
0.00353467257353456,partial correlation,shrink std
0.00263479408542812,partial correlation,shrink basis
9.6233938634009e-05,covariance,no shrinkage
2.93983549127516e-05,covariance,shrink std
2.71671273609293e-05,covariance,shrink basis
0.0241987421828124,correlation,no shrinkage
0.0106285682399055,correlation,shrink std
0.0100053164696128,correlation,shrink basis
0.176484773201663,partial correlation,no shrinkage
0.00272042971530562,partial correlation,shrink std
0.00191479050692754,partial correlation,shrink basis
0.000129557087192509,covariance,no shrinkage
3.06408503262815e-05,covariance,shrink std
2.69986966977524e-05,covariance,shrink basis
0.0248111217308655,correlation,no shrinkage
0.00909053597595427,correlation,shrink std
0.00882806885519798,correlation,shrink basis
0.294325986491562,partial correlation,no shrinkage
0.00376270427263025,partial correlation,shrink std
0.00232355109806986,partial correlation,shrink basis
0.000125445557061569,covariance,no shrinkage
3.58585358287605e-05,covariance,shrink std
3.56000280979282e-05,covariance,shrink basis
0.0241636335312344,correlation,no shrinkage
0.00889516925827559,correlation,shrink std
0.00847385099074814,correlation,shrink basis
0.293412793950296,partial correlation,no shrinkage
0.00449220533137285,partial correlation,shrink std
0.00339428009515971,partial correlation,shrink basis
0.000103936155970451,covariance,no shrinkage
3.06106799259262e-05,covariance,shrink std
2.88137907902653e-05,covariance,shrink basis
0.0244750186269697,correlation,no shrinkage
0.00998640570079556,correlation,shrink std
0.00961240414455799,correlation,shrink basis
0.8657901847529,partial correlation,no shrinkage
0.0035669193635325,partial correlation,shrink std
0.00246280538696354,partial correlation,shrink basis
0.000103487775553667,covariance,no shrinkage
3.05081816871687e-05,covariance,shrink std
2.88740175954881e-05,covariance,shrink basis
0.0242330209057437,correlation,no shrinkage
0.00876659636510173,correlation,shrink std
0.00816669144820688,correlation,shrink basis
0.950202251195559,partial correlation,no shrinkage
0.0034669326821612,partial correlation,shrink std
0.0025131068922609,partial correlation,shrink basis
8.35999326229412e-05,covariance,no shrinkage
2.1115599471218e-05,covariance,shrink std
1.8743326815323e-05,covariance,shrink basis
0.0270397762228534,correlation,no shrinkage
0.00958484063936415,correlation,shrink std
0.00872507753548826,correlation,shrink basis
0.640543597157058,partial correlation,no shrinkage
0.00257674469411523,partial correlation,shrink std
0.00169787633975523,partial correlation,shrink basis
0.000127105104598445,covariance,no shrinkage
2.74670697480893e-05,covariance,shrink std
2.5168954911002e-05,covariance,shrink basis
0.0227564144067172,correlation,no shrinkage
0.00690497649275064,correlation,shrink std
0.00642585353028748,correlation,shrink basis
0.334182478338521,partial correlation,no shrinkage
0.0037210393736074,partial correlation,shrink std
0.00233487795154127,partial correlation,shrink basis
0.000121476156594354,covariance,no shrinkage
3.57893155629287e-05,covariance,shrink std
3.42558131888103e-05,covariance,shrink basis
0.0228748311476824,correlation,no shrinkage
0.0113441073469456,correlation,shrink std
0.011041408298789,correlation,shrink basis
0.338840771431739,partial correlation,no shrinkage
0.00357019452784207,partial correlation,shrink std
0.00243818056065255,partial correlation,shrink basis
0.000100891325788036,covariance,no shrinkage
2.91350390083337e-05,covariance,shrink std
2.65387888278259e-05,covariance,shrink basis
0.0258217070219607,correlation,no shrinkage
0.010533200354208,correlation,shrink std
0.0100823123722146,correlation,shrink basis
0.702879915494957,partial correlation,no shrinkage
0.0045376177381181,partial correlation,shrink std
0.00300275978424905,partial correlation,shrink basis
9.65290010474146e-05,covariance,no shrinkage
2.38621089976519e-05,covariance,shrink std
2.17163285804711e-05,covariance,shrink basis
0.0255219033846271,correlation,no shrinkage
0.00812547366259055,correlation,shrink std
0.0076142592525708,correlation,shrink basis
0.350830919208356,partial correlation,no shrinkage
0.00364781317308882,partial correlation,shrink std
0.00231090779980014,partial correlation,shrink basis
9.42498845867229e-05,covariance,no shrinkage
2.02179620097037e-05,covariance,shrink std
1.79183188865554e-05,covariance,shrink basis
